ID,CATEGORIA,TITOLO,AUTORE,CASA_EDITRICE,ANNO_PUBBLICAZIONE,NOTE,SCOMPARTO
1966,Marxismo,Dialettica senza dogma. Marxismo e scienze naturali,Havemann R.,Einaudi,1964,,
1967,Marxismo,Le opere. La prima antologia di tutti gli scritti,Gramsci Antonio (a cura di A. Santucci),Ed. Riuniti,1997,,
1968,Marxismo,"Scritti politici. La guerra, la rivoluzione russa e i nuovi problemi del socialismo italiano (1916-1919)",Gramsci Antonio,Ed. Riuniti,1973,,
1969,Marxismo,"Scritti nella lotta. Dai consigli di fabbrica, alla fondazione del partito, al congresso di Lione",Gramsci Antonio,Edizioni Gramsci,?,,
1970,Marxismo,Passato e presente,Gramsci Antonio,Ed. Riuniti,1974,,
1971,Marxismo,Note su Macchiavelli,Gramsci Antonio,Ed. Riuniti,1975,,
1972,Marxismo,Lettere dal carcere. Un carattere per gli italiani. Una scelta a cura di Paolo Spriano,Gramsci Antonio,Einaudi,1971,,
1973,Marxismo,L'alternativa pedagogica,Gramsci Antonio,La Nuova Italia,1972,,
1974,Marxismo,La questione meridionale,Gramsci Antonio,Ed. Riuniti,1974,,
1975,Marxismo,La formazione dell'uomo. Scritti di pedagogia. (a cura di Giovanni Urbani),Gramsci Antonio,Editori Riuniti,1972,,
1976,Marxismo,Gli intellettuali,Gramsci Antonio,Ed. Riuniti,1975,,
1977,Marxismo,Americanismo e fordismo,Gramsci Antonio,Ed. Riuniti,1991,,
1978,Marxismo,"2000 pagine di Gramsci. Vol. 1""Nel tempo della lotta""(1914-1926)",Gramsci Antonio,Il Saggiatore,1964,,
1979,Marxismo,Cristianesimo e lotta di classe,Girardi G.,"Napoli,",1970,,
1980,Marxismo,Bentornato Marx! Rinascita di un pensiero rivoluzionario,Fusaro D.,G+J/A,2009,,
1981,Marxismo,Marx e la rivoluzione francese (Con una antologia di testi di Marx),Furet F.,BUR,1986,,
1982,Marxismo,Vita di Lenin (Vol. 2),Fischer L.,Mondadori,1964,,
1983,Marxismo,Materialismo dialettico e materialismo storico (Feuerbach – Marx – Engels),Fabro C. (a cura di),La Scuola,1962,,
1984,Marxismo,L'origine della famiglia della proprietà privata e dello Stato,Engels F.,Ed. Riuniti,1963,,
1985,Marxismo,La rivoluzione leninista,Cortesi L.,De Donato,1970,,
1986,Marxismo,Mao Zedong. Dalla politica alla storia,"Collotti Pischel E., Giancotti E., Natoli A.",Ed. Riuniti,1988,,
1987,Marxismo,"Marxismo, empirismo, materialismo",Cingoli M.,Marcos y Marcos,1990,,
1988,Marxismo,Un falansterio a New York. L'Unitary Household (1858-1860) e il riformismo prebellico americano,Cetti L.,Sellerio,1992,,
1989,Marxismo,Marxismo passato e presente,Carew Hunt R. N.,Opere Nuove,1954,,
1990,Marxismo,Rosa Luxemburg il marxismo antiautoritario e la sociologia del lavoro,"Bourdet Y., Leoncini, Minardi E.",Nuove Edizioni Operaie,1974,,
1991,Marxismo,Il modo di produzione capitalistico in Marx. Antologia di testi di Marx,Borutti S.,Zanichelli,1976,,
1992,Marxismo,Teoria della modernità. Marx e il mercato,Bidet J.,Editori Riuniti,1990,,
1993,Marxismo,Marx pensatore della tecnica,Axelos K.,Sugar Editore,1963,,
1994,Marxismo,Il piacere di lavorare.Saggi sull'utopia marxista del lavoro-bisogno,"Andolfi F., Bianchi S., Bonetti M., Gaulli G.",UNICOPLI,1982,,
1995,Marxismo,Introduzione al primo libro del Capitale,Althusser L.,Pratiche,1969,,
1996,Marxismo,Rosa Luxemburg una vita per il socialismo,AAVV,Feltrinelli,1973,,
1997,Marxismo,Con Gramsci,Garin E.,Ed. Riuniti,1997,,
1998,MassMedia VHS scuola,La rosolia non è un liquore. Un approfondimento sulla prevenzione delle anomalie congenite,Asso It. Studio Malformazioni,ASM,1999,Video+Libro,
1999,MassMedia VHS scuola,Denise,Amatoriale,Esp. d'insegnamento elementari Casale (Elisabetta Petrolati),1993,,
2000,MassMedia VHS scuola,"L'albero della vita: n° 1 ""Scoprire il sesso"" (libretto)","Giornale""La Repubblica""",La Repubblica,,,
2001,MassMedia VHS scuola,Cic. Progetto Teseo.,Amatoriale,"Commissione salute ""M. Vegio""",,,Libreria cantina
2002,MassMedia VHS scuola,Alter ego. Droga e cervello,Sert Lodi,Registrata,,,
2003,MassMedia VHS scuola,"L'albero della vita: n° 3 ""La crescita"" (no libretto)","Giornale""La Repubblica""",La Repubblica,,,
2004,MassMedia VHS scuola,"L'albero della vita: n° 2""Come si nasce"" (libretto)","Giornale""La Repubblica""",La Repubblica,,,
2005,MassMedia VHS scuola,"L'emozione della vita. N°1 , 2, 3",RAI,Registrata,,,
2006,MassMedia VHS scuola,Briciole (film TV sull'anoressia),RAI,Registrata,2005,,
2007,MassMedia VHS scuola,Autismo,RAI,Registrata,,,
2008,MassMedia VHS scuola,Isussidi audiovisivi per la scuola,Q.U.E.R.C.I.A.,La Q.U.E.R.C.I.A.,1998,,
2009,MassMedia VHS scuola,XTC 2 (spettacolo sulla tossicodipendenza),Amatoriale,Associazione P.K.D.,2003,,
2010,MassMedia VHS scuola,"Progetto Teseo, Immagini per la giornata CIC",Amatoriale,M Vegio,2000,,
2011,MassMediaCinema,Mario Monicelli,AAVV,Mediane,2007,Libro + CD,Sottoscala 1
2012,MassMediaCinema,Medi Cine Camici bianchi sul grande schermo,Sterpellone L.,Arti Grafiche Editoriali,1994,,
2013,MassMediaCinema,Il cinema di Marco Bellocchio,Bertuzzi L.,Ed. Pontegobbo,1996,,
2014,MassMediaCinema,Cinema e adolescenza. 400 film,Vergerio F. (a cura di),Moretti e Vitali,2000,,
2015,MassMediaCinema,Il film. Evoluzione ed essenza di un'arte nuova,Balazs B.,Einaudi,1955,,
2016,MassMediaCinema,Lo spettacolo del reale. Il cinema di Paolo Virzì,Zecca Federico,Felici Editore,2011,,
2017,MassMediaCinema,Morricone Western. An Exclusive Collection of RareSPAGHETTI WESTERN tunes by the Great Maestro of movie Soundtracks,AAVV,Mediane,2006,Libro + CD,
2018,MassMediaCinema,"Guida alla visione del film sull'Olocausto ""Gli ultimi giorni""",Spielberg S.,October Film,1999,,
2019,MassMediaCinema,I sussidi audiovisivi a scuola. (catalogo generale) A. S. 1998-99,Q.U.E.R.C.I.A.,,1998,,
2020,MassMediaCinema,Fellini! Le parole di un sognatore da oscar,Passa Matilde (a cura di),L'Unità,1993,,
2021,MassMediaCinema,Film cronache,Natta E.,Elle di Ci,1979,,
2022,MassMediaCinema,Il favoloso John. Biografia illustrata di John Travolta,Munshower S.,SM Silvio Mursia Ed.,1976,,
2023,MassMediaCinema,Lettura del film,Moscato A.,Edizioni Paoline,1982,,
2024,MassMediaCinema,Breve storia del cinema,Moscati M.,Bompiani,2003,,
2025,MassMediaCinema,Almanacco del cinema,MicroMega (N°6/2010),Editrice Periodici Culturali,2010,,
2026,MassMediaCinema,Semiologia del cinema,Metz C.,Garzanti,1968,,
